時間戳記,分析對象,您/對方的星座,耐性,脾氣暴躁,幼稚,頑固,心思細膩,保守,冷靜,樂觀,活潑,公正,優柔寡斷,強勢,浪漫,過度理想化,斤斤計較,心機重,完美主義,愛計仇,與眾不同,愛面子,有魅力,正義感,重視友情,專情,愛哭,顧家,體貼,情緒化,口才,創意,對表單有什麼建議或想法嗎？,潔癖
2017/12/29 上午 1:44:14,我本人,射手座,1,5,4,2,2,2,1,5,5,4,5,4,5,5,2,2,2,1,2,5,5,5,5,3,5,1,4,5,2,1,,3
2017/12/29 上午 1:45:08,他人,牡羊座,1,4,5,4,3,1,1,3,4,4,3,4,3,3,3,2,4,5,5,5,5,5,5,5,1,5,5,5,5,5,,4
2017/12/29 上午 1:45:29,我本人,射手座,2,3,3,3,2,4,1,5,4,4,4,1,4,3,2,1,1,1,2,1,3,5,5,5,4,3,4,2,2,4,,2
2017/12/29 上午 1:45:59,我本人,摩羯座,3,4,3,3,4,5,4,2,3,3,3,5,2,2,3,4,4,4,3,4,3,5,4,3,4,4,4,4,4,2,,3
2017/12/29 上午 1:46:06,我本人,天蠍座,3,3,5,4,2,5,4,1,2,3,4,3,4,1,3,2,1,2,4,5,2,2,4,5,2,5,3,2,1,1,,2
2017/12/29 上午 1:46:55,我本人,巨蟹座,3,3,5,4,5,4,4,5,4,3,5,3,3,4,3,2,3,4,3,4,3,4,4,5,4,5,5,5,3,2,,4
2017/12/29 上午 1:47:17,他人,處女座,5,1,1,4,5,4,5,3,3,3,1,4,5,3,1,5,3,5,3,4,4,3,3,5,1,5,5,1,5,3,建議新增“不知道”選項,3
2017/12/29 上午 1:48:47,我本人,水瓶座,3,3,3,2,4,2,3,2,2,3,5,4,3,3,3,4,2,1,4,4,3,3,5,3,4,3,3,4,1,5,,2
2017/12/29 上午 1:48:50,我本人,水瓶座,3,3,3,2,4,2,3,2,2,3,5,4,3,3,3,4,2,1,4,4,3,3,5,3,4,3,3,4,1,5,,2
2017/12/29 上午 1:49:04,我本人,射手座,2,3,4,1,3,2,3,4,4,4,3,4,4,2,2,3,4,3,4,4,3,4,4,5,4,4,3,3,4,4,無,3
2017/12/29 上午 1:50:21,我本人,雙魚座,4,3,4,3,5,3,3,5,4,3,4,3,4,4,3,3,4,3,4,4,4,3,3,4,4,4,4,4,4,3,,3
2017/12/29 上午 1:51:43,我本人,天蠍座,4,3,4,4,3,3,4,5,2,4,3,3,4,2,2,4,4,4,4,4,2,3,5,5,2,3,5,4,4,4,,4
2017/12/29 上午 1:53:54,我本人,巨蟹座,4,4,3,3,3,3,4,3,4,3,5,2,4,3,2,2,1,2,3,3,3,4,5,5,4,5,4,3,2,3,,4
2017/12/29 上午 1:54:08,我本人,水瓶座,2,3,3,4,4,1,4,2,4,4,5,4,4,4,4,2,2,2,4,3,4,4,5,2,4,3,2,4,5,4,,4
2017/12/29 上午 1:54:24,我本人,摩羯座,4,4,2,4,4,5,4,1,3,3,3,3,1,1,2,3,4,3,3,4,1,4,5,5,5,2,3,3,1,1,,4
2017/12/29 上午 1:55:03,我本人,巨蟹座,2,4,4,2,5,3,4,3,2,3,4,4,2,4,4,5,4,4,4,5,5,4,4,4,5,3,5,5,2,2,,3
2017/12/29 上午 1:55:45,我本人,雙魚座,3,4,3,3,5,4,3,2,2,3,4,3,5,5,3,3,4,3,3,4,2,3,5,5,5,4,5,5,2,2,,3
2017/12/29 上午 1:56:22,我本人,處女座,4,2,2,4,3,3,3,4,3,3,4,2,3,4,2,2,2,2,3,2,3,3,3,4,4,3,3,3,2,2,,2
2017/12/29 上午 1:59:16,我本人,獅子座,4,3,3,4,3,2,4,2,5,4,5,3,3,3,2,2,3,2,4,4,3,3,4,4,4,4,4,4,4,4,,3
2017/12/29 上午 1:59:48,我本人,射手座,3,4,2,4,5,4,5,2,2,3,1,3,2,1,1,1,4,2,3,5,1,4,5,5,4,4,4,4,2,3,,4
2017/12/29 上午 2:00:07,我本人,處女座,2,4,3,3,3,3,2,3,4,3,5,3,4,3,4,3,3,4,3,5,3,4,5,2,4,3,4,5,3,4,加油~ 我是個很不像處女的處女 可能會造成你們問卷的分歧哈哈 ,2
2017/12/29 上午 2:00:56,我本人,獅子座,2,4,3,3,2,1,4,3,4,5,2,5,4,2,2,1,2,2,3,5,4,4,4,5,3,2,3,4,4,5,,2
2017/12/29 上午 2:02:09,我本人,摩羯座,3,4,3,4,4,3,5,2,3,5,2,4,2,3,2,4,5,4,5,4,5,4,5,5,2,5,4,4,4,2,,5
2017/12/29 上午 2:02:50,我本人,天蠍座,3,2,5,3,5,2,3,4,4,3,3,3,3,3,2,4,4,5,4,5,3,4,4,4,2,2,4,3,4,4,,3
2017/12/29 上午 2:05:19,我本人,水瓶座,2,3,2,4,3,2,4,2,4,5,2,4,3,3,3,3,4,4,4,5,3,5,4,4,2,4,3,3,5,5,,4
2017/12/29 上午 2:05:20,他人,天蠍座,2,4,5,3,5,2,3,4,4,2,3,4,3,3,2,4,4,4,4,5,5,3,4,3,4,2,4,3,4,4,,4
2017/12/29 上午 2:05:36,我本人,雙魚座,3,4,5,4,5,2,3,2,4,3,5,3,5,5,3,4,5,3,2,5,1,4,5,5,5,3,4,5,4,5,,5
2017/12/29 上午 2:05:50,我本人,處女座,1,3,3,3,3,3,3,3,4,3,4,4,3,3,2,2,4,3,4,5,3,3,4,4,5,3,3,4,3,3,,3
2017/12/29 上午 2:06:24,我本人,獅子座,2,4,4,3,4,4,3,3,3,3,2,4,3,2,3,2,5,3,5,5,5,4,4,5,2,3,5,4,3,3,,4
2017/12/29 上午 2:08:27,我本人,水瓶座,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3,4,3,3,3,3,,3
2017/12/29 上午 2:09:18,我本人,雙子座,3,4,3,1,4,1,4,3,3,4,5,4,3,3,4,2,4,3,5,3,4,4,5,4,4,2,4,4,5,5,很有趣!,3
2017/12/29 上午 2:10:47,我本人,摩羯座,3,3,3,4,4,4,3,2,2,3,3,4,3,2,3,2,4,5,4,4,1,4,4,4,3,5,4,3,3,3,,3
2017/12/29 上午 2:12:22,我本人,水瓶座,4,3,3,4,3,2,2,2,3,3,5,3,3,3,4,3,4,3,3,4,3,3,5,5,5,4,5,5,4,3,沒有,4
2017/12/29 上午 2:12:37,我本人,摩羯座,3,2,5,3,3,3,4,4,3,4,4,3,2,2,3,2,2,1,4,4,3,3,4,4,3,3,3,3,3,4,,4
2017/12/29 上午 2:12:50,我本人,巨蟹座,4,2,4,2,4,2,3,5,5,3,3,3,5,3,3,3,2,3,3,2,4,4,4,5,1,3,4,2,5,5,,1
2017/12/29 上午 2:13:29,我本人,摩羯座,3,3,4,4,3,4,3,2,3,3,4,3,2,3,3,3,2,4,3,4,3,3,4,4,4,4,3,3,2,2,,2
2017/12/29 上午 2:13:54,我本人,天蠍座,4,3,3,3,2,1,2,4,5,4,4,3,3,4,3,2,4,2,4,4,4,5,5,5,4,5,4,4,4,5,,2
2017/12/29 上午 2:15:05,我本人,巨蟹座,3,2,2,2,4,2,3,2,3,4,4,3,2,2,3,2,4,2,3,4,3,3,3,4,4,3,5,3,4,4,,4
2017/12/29 上午 2:15:34,我本人,巨蟹座,4,4,4,3,4,3,4,2,3,3,4,4,4,4,3,3,4,4,5,4,3,4,3,5,4,4,5,5,4,4,怎麼沒有獎品><,5
2017/12/29 上午 2:16:25,我本人,雙魚座,3,3,3,3,2,4,3,3,2,4,4,3,3,2,3,2,4,2,4,4,3,3,3,4,3,3,2,2,1,3,,3
2017/12/29 上午 2:17:23,我本人,水瓶座,3,3,4,5,2,5,4,4,3,4,4,2,1,5,2,1,4,1,5,5,1,3,5,3,1,5,3,4,1,3,很期待大家的回答😁,4
2017/12/29 上午 2:17:51,我本人,巨蟹座,2,3,3,4,5,4,3,2,3,4,4,3,4,4,5,4,4,4,4,4,3,4,3,5,3,5,5,5,4,3,,2
2017/12/29 上午 2:18:41,我本人,金牛座,4,3,4,4,4,4,4,2,3,3,4,2,3,2,3,2,3,3,4,3,3,3,4,5,3,3,4,3,3,3,,3
2017/12/29 上午 2:21:08,我本人,雙子座,3,3,4,2,2,3,2,3,5,4,5,3,3,3,2,4,2,2,1,3,3,3,4,3,5,3,3,4,4,4,,3
2017/12/29 上午 2:21:48,我本人,天蠍座,2,4,4,5,4,3,4,2,2,3,4,4,4,4,2,3,4,3,3,5,4,4,4,3,5,3,2,4,1,4,,3
2017/12/29 上午 2:22:33,我本人,巨蟹座,3,3,4,4,4,4,2,4,4,3,4,3,4,4,3,3,4,4,3,4,3,3,4,5,5,5,4,5,4,4,,4
2017/12/29 上午 2:22:44,我本人,摩羯座,5,1,3,3,4,3,4,2,2,5,4,3,3,2,2,3,4,2,3,4,4,4,5,4,2,5,5,2,3,4,,3
2017/12/29 上午 2:23:06,我本人,射手座,5,2,3,3,2,4,3,5,5,3,2,1,2,3,2,1,1,1,3,3,1,4,5,4,5,3,3,4,2,2,,2
2017/12/29 上午 2:23:14,我本人,處女座,3,3,2,3,3,2,3,4,4,3,5,3,3,3,3,2,3,3,3,4,3,4,4,5,4,3,4,3,3,4,,3
2017/12/29 上午 2:23:29,我本人,天蠍座,1,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,4,5,2,3,3,4,3,3,3,3,4,4,4,,1
2017/12/29 上午 2:23:55,我本人,處女座,5,2,3,4,3,4,3,1,1,4,5,2,2,3,4,3,5,5,4,5,3,3,4,5,5,4,3,5,4,4,,4
2017/12/29 上午 2:24:10,我本人,巨蟹座,1,3,1,5,3,3,1,5,5,3,4,3,2,3,4,1,5,1,4,2,4,3,4,5,3,5,4,5,3,3,,1
2017/12/29 上午 2:24:49,我本人,牡羊座,2,3,4,4,4,2,3,3,4,4,5,3,3,4,4,3,4,4,3,5,3,4,4,5,2,3,4,4,3,3,,2
2017/12/29 上午 2:24:59,我本人,天蠍座,3,5,2,4,5,5,3,1,2,4,5,4,3,2,4,2,4,5,2,5,2,5,5,5,4,3,5,5,3,2,,4
2017/12/29 上午 2:27:51,我本人,金牛座,2,4,4,4,4,3,3,4,4,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,2,3,4,3,3,3,,2
2017/12/29 上午 2:28:05,我本人,巨蟹座,4,1,3,3,3,3,3,4,3,4,3,2,3,3,3,1,3,2,3,4,3,3,4,4,4,4,4,3,3,3,,3
2017/12/29 上午 2:28:12,我本人,獅子座,2,4,3,4,5,3,4,3,3,4,3,4,4,4,3,2,5,4,5,5,3,4,5,4,4,3,4,4,4,4,,3
2017/12/29 上午 2:29:03,我本人,金牛座,4,2,4,4,4,4,2,2,3,4,4,2,3,2,2,2,3,3,3,4,3,3,4,4,4,4,4,3,2,3,,3
2017/12/29 上午 2:29:47,我本人,射手座,3,2,4,2,2,4,4,4,3,4,3,3,4,3,3,2,4,3,4,2,4,4,5,4,4,5,5,3,4,4,,3
2017/12/29 上午 2:30:12,我本人,金牛座,4,3,3,3,4,3,4,3,3,3,3,4,3,2,3,3,4,5,3,3,2,4,3,5,3,4,4,2,3,3,,3
2017/12/29 上午 2:31:13,我本人,雙魚座,3,3,2,3,3,3,3,3,3,3,4,1,3,3,3,2,3,2,3,2,2,3,4,5,4,3,4,2,3,4,,3
2017/12/29 上午 2:32:20,我本人,雙子座,2,4,4,3,5,4,4,1,2,2,4,1,2,3,3,3,4,2,2,3,3,3,4,3,3,2,5,4,4,3,,3
2017/12/29 上午 2:32:41,我本人,水瓶座,2,4,3,2,4,3,4,3,3,3,1,3,3,2,3,4,5,3,5,4,4,3,3,3,3,3,3,2,5,3,,3
2017/12/29 上午 2:34:39,我本人,雙子座,3,3,4,3,4,3,3,3,2,3,4,3,2,4,3,3,3,3,4,4,4,3,4,4,3,3,3,4,3,3,,3
2017/12/29 上午 2:34:58,我本人,雙魚座,5,4,4,1,5,4,4,1,4,5,1,5,5,5,1,1,5,1,5,4,3,5,5,5,2,5,5,1,5,5,加油💪,3
2017/12/29 上午 2:36:43,我本人,牡羊座,4,2,1,1,4,3,5,5,4,5,4,2,2,1,2,3,4,2,5,3,2,4,5,5,5,2,2,2,2,4,辛苦了,1
2017/12/29 上午 2:37:41,我本人,牡羊座,4,4,3,3,4,2,3,3,4,4,1,4,3,1,2,2,4,2,4,4,4,4,4,5,2,4,5,3,4,5,,4
2017/12/29 上午 2:38:39,我本人,金牛座,4,2,5,5,4,4,4,5,5,5,3,3,1,4,4,1,3,1,4,5,1,4,4,5,3,5,5,5,1,2,,4
2017/12/29 上午 2:39:09,我本人,射手座,1,2,4,2,4,2,2,5,4,4,5,5,4,5,2,2,5,1,3,3,3,4,4,4,4,3,3,4,4,4,,3
2017/12/29 上午 2:39:38,我本人,天蠍座,3,3,2,3,3,3,4,4,4,3,4,3,4,3,3,4,2,4,3,4,4,3,4,4,4,4,4,4,3,3,,3
2017/12/29 上午 2:40:50,我本人,摩羯座,4,1,2,4,5,5,5,3,2,4,2,2,2,2,3,3,5,3,4,5,4,3,4,5,4,3,3,2,2,3,,4
2017/12/29 上午 2:41:32,他人,獅子座,4,1,5,3,2,4,4,4,4,4,2,3,2,1,2,1,1,1,3,4,3,3,4,5,1,5,3,2,3,1,,3
2017/12/29 上午 2:42:52,我本人,巨蟹座,3,3,3,4,3,4,3,2,2,4,5,2,4,2,2,2,3,3,4,4,3,4,4,4,4,3,4,4,3,4,,3
2017/12/29 上午 2:43:01,我本人,天蠍座,3,3,2,3,5,2,3,2,3,4,4,3,4,3,2,4,4,5,5,4,5,4,4,5,2,3,4,4,4,4,,3
2017/12/29 上午 2:43:45,我本人,金牛座,4,2,3,5,4,3,2,3,3,3,5,3,3,2,2,1,4,3,2,4,3,3,5,5,5,5,4,3,2,3,,3
2017/12/29 上午 2:45:54,我本人,金牛座,4,3,2,2,3,3,5,5,4,5,4,4,3,5,2,4,4,1,5,4,4,3,5,5,1,3,4,1,5,5,,1
2017/12/29 上午 2:46:07,我本人,天秤座,3,2,3,3,2,4,3,4,5,5,5,2,4,2,4,2,3,2,4,5,4,5,4,4,2,4,4,2,5,4,,2
2017/12/29 上午 2:48:02,我本人,天秤座,4,2,2,2,3,4,3,3,3,4,5,3,4,5,1,1,4,1,4,3,3,4,4,4,5,4,4,3,3,4,,3
2017/12/29 上午 2:49:30,我本人,天蠍座,2,4,2,4,2,3,3,4,2,3,4,5,2,2,2,4,3,2,3,4,2,2,5,5,2,3,2,2,2,2,,2
2017/12/29 上午 2:49:44,他人,獅子座,2,5,2,1,2,1,3,3,5,4,2,5,1,1,2,1,1,1,5,4,5,5,5,4,1,2,3,2,5,4,,3
2017/12/29 上午 2:50:42,我本人,金牛座,3,4,3,5,3,3,2,3,4,3,4,4,3,3,4,3,2,3,3,4,4,3,5,3,3,3,3,4,4,3,,2
2017/12/29 上午 2:50:51,我本人,水瓶座,4,3,2,4,4,2,3,3,5,4,5,3,5,3,2,2,4,2,4,2,4,4,5,4,4,2,4,5,3,4,,3
2017/12/29 上午 2:52:39,我本人,水瓶座,4,3,5,5,3,2,4,5,3,3,3,2,2,4,2,4,1,1,4,3,4,4,4,5,3,2,4,2,4,4,,2
2017/12/29 上午 2:53:32,他人,牡羊座,2,3,4,5,3,1,3,3,4,3,1,4,4,2,2,4,4,4,3,5,4,3,5,1,3,2,3,4,3,3,,4
2017/12/29 上午 2:54:13,我本人,摩羯座,4,2,1,5,3,3,5,1,2,3,4,4,3,1,4,2,3,4,3,5,3,3,4,5,1,4,3,1,3,3,,2
2017/12/29 上午 2:57:10,我本人,處女座,4,1,3,4,5,4,2,2,3,4,5,3,3,2,3,3,4,4,4,5,3,4,4,5,4,4,5,3,3,4,,3
2017/12/29 上午 3:00:43,我本人,水瓶座,1,3,2,4,5,1,4,3,4,3,4,3,1,5,1,4,4,1,5,4,3,5,5,5,2,2,5,5,5,5,,4
2017/12/29 上午 3:01:55,我本人,天蠍座,3,2,3,2,4,2,2,5,4,4,4,3,2,3,2,3,2,3,3,2,2,4,5,5,3,3,4,3,4,2,,1
2017/12/29 上午 3:03:18,我本人,天秤座,3,1,4,1,3,4,2,3,3,3,5,1,3,2,1,3,2,3,3,4,3,4,3,3,5,4,4,3,2,3,辛苦了 想趕快知道大家的結果,2
2017/12/29 上午 3:05:08,我本人,水瓶座,3,3,4,3,3,3,3,3,4,3,3,2,2,4,2,2,4,3,3,4,4,3,5,5,3,2,3,3,3,3,,3
2017/12/29 上午 3:06:46,我本人,天蠍座,2,3,2,3,4,2,2,2,5,2,5,1,5,1,2,3,2,5,2,1,4,5,5,5,2,1,2,5,2,2,有些題目不是很清楚方向,2
2017/12/29 上午 3:07:56,他人,水瓶座,5,1,4,3,2,3,5,3,3,3,4,3,2,3,3,2,4,3,4,3,4,3,5,4,1,4,3,2,2,4,,3
2017/12/29 上午 3:09:01,我本人,雙子座,3,2,3,3,3,2,3,3,2,3,3,3,3,4,3,2,3,3,3,4,3,3,3,3,3,3,3,3,3,4,,3
2017/12/29 上午 3:09:12,我本人,射手座,1,5,5,2,5,2,1,1,2,5,1,1,4,5,2,1,3,3,5,4,4,5,5,5,5,5,4,5,4,2,,4
2017/12/29 上午 3:11:08,我本人,摩羯座,5,4,3,5,4,5,5,4,3,5,3,3,2,1,3,1,4,3,4,3,2,4,5,5,4,4,4,2,2,2,,4
2017/12/29 上午 3:11:32,我本人,雙子座,2,2,5,3,2,1,1,3,4,3,2,2,3,3,2,2,3,1,5,4,4,5,4,2,2,3,3,4,4,5,,3
2017/12/29 上午 3:13:08,我本人,雙子座,4,2,2,4,5,4,4,3,2,5,5,3,2,5,1,5,4,3,4,4,4,5,5,3,3,4,5,2,5,2,,4
2017/12/29 上午 3:13:21,我本人,水瓶座,1,1,4,4,4,5,3,2,4,3,2,4,4,5,3,2,4,3,4,2,3,5,4,5,5,3,4,5,4,3,,3
2017/12/29 上午 3:13:37,我本人,牡羊座,2,5,2,3,1,2,1,2,3,4,2,5,3,3,3,2,3,1,4,5,3,5,5,5,3,5,3,5,3,3,,3
2017/12/29 上午 3:14:16,我本人,天秤座,3,1,4,2,4,3,5,3,2,4,5,3,3,2,2,3,2,2,3,2,2,4,4,4,2,2,3,2,4,2,,3
2017/12/29 上午 3:14:38,我本人,巨蟹座,2,4,3,4,4,3,3,2,2,2,4,4,3,3,3,3,2,4,2,4,3,3,4,4,5,4,3,5,3,2,,2
2017/12/29 上午 3:15:02,我本人,金牛座,5,2,2,3,4,4,4,2,2,3,4,1,3,3,3,3,3,1,3,3,2,3,4,4,3,4,5,3,2,2,想知道統計結果,3
2017/12/29 上午 3:16:04,我本人,雙子座,2,3,4,4,4,1,3,5,5,4,5,5,3,4,2,2,5,1,5,3,5,5,4,4,4,5,5,5,5,5,,4
2017/12/29 上午 3:16:06,我本人,射手座,3,4,2,3,3,3,2,3,2,3,2,3,2,1,2,4,3,3,4,2,2,3,4,4,4,3,3,4,4,3,,4
2017/12/29 上午 3:16:29,我本人,雙魚座,3,4,5,4,4,3,3,3,4,4,3,5,3,3,2,2,3,4,3,5,2,4,5,4,2,5,3,4,4,5,我好餓,5
2017/12/29 上午 3:20:39,我本人,雙魚座,4,3,4,4,5,5,2,2,4,2,4,2,4,5,1,3,4,2,3,4,3,4,4,5,5,4,4,5,3,5,,5
2017/12/29 上午 3:21:10,我本人,水瓶座,3,4,4,2,5,2,2,4,5,3,5,4,3,4,2,2,2,1,3,4,2,4,5,4,5,5,5,4,3,2,,4
2017/12/29 上午 3:22:44,我本人,牡羊座,4,4,2,2,3,3,4,4,3,4,4,2,4,4,2,3,4,4,4,5,4,4,4,3,4,5,4,3,4,4,,2
2017/12/29 上午 3:22:44,我本人,天秤座,2,4,4,3,5,4,1,3,5,4,5,3,5,3,2,3,5,3,4,5,3,5,5,5,5,4,5,5,3,4,,4
2017/12/29 上午 3:24:18,我本人,金牛座,3,3,3,1,3,1,2,3,4,4,5,2,4,3,1,2,3,1,4,4,5,4,5,5,4,5,5,4,3,4,,4
2017/12/29 上午 3:24:38,我本人,水瓶座,3,2,3,2,4,3,4,3,4,4,4,2,3,4,2,2,3,2,4,4,4,4,3,3,2,4,4,3,3,3,,2
2017/12/29 上午 3:29:50,我本人,巨蟹座,2,4,4,3,3,2,3,3,2,3,4,3,3,4,2,2,3,1,4,4,3,3,4,4,3,1,4,3,3,3,沒有,3
2017/12/29 上午 3:30:03,我本人,天蠍座,4,2,2,4,5,4,4,4,3,4,1,5,2,1,4,4,5,5,4,5,4,5,5,5,4,5,4,3,5,3,,4
2017/12/29 上午 3:31:50,我本人,射手座,2,5,4,2,1,2,2,5,3,2,2,4,4,2,1,2,1,1,4,4,4,4,5,5,5,2,4,5,4,4,,2
2017/12/29 上午 3:32:18,我本人,天蠍座,4,3,4,5,5,3,4,3,5,2,2,3,4,2,2,4,4,5,5,4,4,5,5,5,4,5,4,3,3,5,,4
2017/12/29 上午 3:32:33,我本人,摩羯座,4,2,2,4,4,3,4,2,4,3,1,3,3,2,2,2,4,3,5,3,3,4,5,5,1,5,5,1,4,4,,4
2017/12/29 上午 3:33:57,他人,雙魚座,2,4,4,4,5,2,3,1,3,2,3,3,2,1,4,5,4,5,1,4,4,3,4,2,2,3,3,5,5,4,,5
2017/12/29 上午 3:36:02,他人,射手座,2,4,4,4,4,5,2,5,4,3,2,4,2,2,1,2,1,1,5,2,4,4,5,4,5,4,5,5,3,4,題目設計很棒,2
2017/12/29 上午 3:36:05,我本人,摩羯座,5,2,4,4,5,2,3,4,4,5,1,5,3,2,1,1,2,1,3,3,4,4,4,5,4,4,5,4,4,5,,2
2017/12/29 上午 3:38:50,我本人,天蠍座,3,3,4,4,3,3,3,4,3,4,4,4,2,4,4,2,4,4,5,4,4,3,3,4,4,4,4,4,4,5,,3
2017/12/29 上午 3:38:59,我本人,天蠍座,3,3,4,4,3,3,3,4,3,4,4,4,2,4,4,2,4,4,5,4,4,3,3,4,4,4,4,4,4,5,,3
2017/12/29 上午 3:39:15,我本人,天秤座,2,1,5,2,2,5,2,5,5,3,5,1,1,1,2,1,1,3,5,1,1,3,5,5,5,5,4,3,2,3,,4
2017/12/29 上午 3:39:21,我本人,巨蟹座,3,3,4,5,5,3,4,4,4,2,3,3,4,5,3,4,5,2,3,2,5,2,5,4,1,4,5,2,5,4,加油❤,4
2017/12/29 上午 3:39:43,我本人,摩羯座,4,3,3,2,2,3,4,5,4,4,2,3,4,2,2,1,2,2,4,2,2,4,5,4,1,3,3,2,4,4,,4
2017/12/29 上午 3:40:28,我本人,天蠍座,2,2,2,2,4,4,3,2,2,2,5,2,4,4,2,2,2,5,5,4,4,4,5,5,4,4,4,4,4,3,,4
2017/12/29 上午 3:40:37,我本人,巨蟹座,4,2,2,2,4,4,5,2,4,4,5,5,1,2,2,2,1,2,2,2,1,4,5,4,1,4,4,2,2,4,,4
2017/12/29 上午 3:41:12,我本人,天蠍座,2,4,3,2,4,3,4,1,3,4,5,3,3,4,4,4,5,5,4,4,4,4,4,5,3,2,3,4,4,4,沒,4
2017/12/29 上午 3:41:23,我本人,巨蟹座,2,4,4,4,4,4,3,2,2,2,2,3,3,4,4,4,4,4,5,3,4,3,4,4,5,4,4,5,3,4,,2
2017/12/29 上午 3:41:40,我本人,金牛座,4,2,3,3,4,3,4,4,4,3,4,2,1,2,2,4,4,3,4,4,1,2,5,5,2,4,4,1,4,4,,4
2017/12/29 上午 3:42:11,我本人,天秤座,3,4,4,3,2,3,2,2,1,2,5,3,2,4,4,3,4,5,3,4,1,3,3,3,4,3,2,4,2,2,,3
2017/12/29 上午 3:42:55,我本人,巨蟹座,3,2,5,5,3,4,3,4,3,4,5,1,3,4,2,1,3,1,2,3,2,4,4,4,2,4,4,4,3,3,,3
2017/12/29 上午 3:44:09,我本人,天蠍座,3,3,4,2,4,3,4,3,3,5,2,5,4,2,3,4,2,5,5,5,4,3,5,5,4,3,3,3,5,3,期末加油❤,2
2017/12/29 上午 3:47:45,我本人,巨蟹座,5,1,5,5,3,1,2,3,3,1,5,1,3,5,1,1,4,1,5,5,1,5,5,5,4,1,5,5,1,5,量表敘述有趣 讚👍,1
2017/12/29 上午 3:49:29,我本人,天秤座,3,2,5,2,4,2,2,5,5,4,5,2,5,3,2,1,3,1,4,3,3,5,5,5,5,4,5,5,3,3,,3
2017/12/29 上午 3:50:47,我本人,水瓶座,3,4,5,4,4,2,4,5,5,3,5,4,3,5,3,2,3,4,5,3,3,2,5,3,5,2,3,5,4,4,,3
2017/12/29 上午 3:53:42,我本人,雙魚座,4,4,5,4,5,4,4,5,5,4,5,3,4,4,1,4,4,2,4,3,3,4,4,5,5,5,5,5,5,4,,4
2017/12/29 上午 3:55:25,我本人,巨蟹座,2,3,3,2,5,2,4,1,5,2,1,3,4,4,3,3,4,1,5,5,4,5,4,5,3,5,4,2,5,5,,4
2017/12/29 上午 4:03:39,我本人,處女座,4,2,3,4,3,4,4,3,3,3,5,3,3,3,3,1,3,3,3,4,3,3,4,4,4,4,4,3,2,3,,3
2017/12/29 上午 4:04:59,我本人,射手座,1,4,1,2,3,1,5,5,3,3,1,4,2,2,3,2,1,1,5,3,4,3,3,4,3,1,3,5,5,5,,3
2017/12/29 上午 4:05:35,我本人,射手座,3,2,2,2,3,2,4,5,3,4,2,4,4,3,1,2,4,1,5,4,3,5,4,5,4,5,5,3,4,4,無,3
2017/12/29 上午 4:06:32,我本人,天蠍座,3,4,3,4,4,3,5,2,3,3,2,4,3,3,3,4,3,3,4,4,3,3,4,2,3,3,4,4,4,4,,3
2017/12/29 上午 4:07:39,我本人,雙魚座,4,3,3,3,5,3,3,3,4,2,2,3,5,5,1,2,3,3,5,3,3,5,5,5,5,5,5,5,5,5,,2
2017/12/29 上午 4:07:47,我本人,雙魚座,3,1,4,1,4,3,3,5,4,5,5,3,5,5,2,2,2,1,2,3,4,4,4,4,4,4,4,4,3,3,,3
2017/12/29 上午 4:11:14,我本人,雙子座,3,2,4,4,5,4,2,4,4,2,3,2,3,3,3,2,2,4,3,3,2,3,5,4,3,3,3,3,3,3,,4
2017/12/29 上午 4:14:50,我本人,雙魚座,3,4,1,3,5,2,4,4,4,4,4,4,4,2,2,5,4,2,5,4,3,5,5,2,4,4,5,4,5,5,,3
2017/12/29 上午 4:14:51,我本人,金牛座,4,5,5,4,4,4,2,1,1,2,5,1,2,1,2,1,1,1,5,5,3,5,5,5,3,5,4,5,1,3,好多選項,1
2017/12/29 上午 4:25:54,我本人,獅子座,4,4,4,1,2,2,2,3,4,4,2,1,5,4,1,2,1,1,4,5,3,3,5,4,5,4,4,5,2,2,,1
2017/12/29 上午 4:26:35,我本人,天秤座,3,1,2,2,4,3,2,3,3,4,4,2,5,5,2,2,4,2,3,2,3,3,4,4,3,3,4,3,4,4,期末加油!,3
2017/12/29 上午 4:27:31,我本人,雙子座,2,1,5,4,4,3,3,3,3,3,4,3,4,5,4,3,1,4,4,4,2,3,4,5,4,4,4,5,2,4,,1
2017/12/29 上午 4:28:03,我本人,射手座,4,2,2,3,4,4,3,4,4,5,5,2,5,3,2,1,5,2,4,4,4,5,5,5,5,5,5,4,2,3,,4
2017/12/29 上午 4:28:43,我本人,牡羊座,3,3,4,3,4,3,3,3,3,4,4,3,2,2,1,2,2,3,3,3,2,4,4,4,4,4,4,4,4,4,,4
2017/12/29 上午 4:31:56,我本人,天蠍座,4,4,3,1,2,2,4,2,4,2,5,3,4,4,2,4,5,4,5,5,5,5,2,5,2,4,2,2,4,5,,4
2017/12/29 上午 4:33:30,我本人,射手座,4,2,4,4,2,3,3,5,4,4,3,4,1,4,2,1,5,1,5,2,4,4,4,3,2,2,3,3,2,4,,2
2017/12/29 上午 4:35:42,我本人,雙子座,2,2,4,5,1,3,4,2,2,4,4,5,5,1,3,3,1,2,4,4,2,2,4,5,1,3,4,3,4,5,,1
